"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 30 14:27:17 UTC 2026","passed","Thu Apr 30 14:27:17 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour créer un cours valide avec un identifiant nul. On s'attend à un statut 201.","29","Test unitaire controller pour créer un cours valide avec un identifiant nul","","Thu Apr 30 14:27:20 UTC 2026","passed","Thu Apr 30 14:27:20 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","createCoursTestOk"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 404 car BDD vide.","12","Test unitaire controller pour retourner la liste des cours","","Thu Apr 30 14:27:16 UTC 2026","passed","Thu Apr 30 14:27:16 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"Envoi d'une requête pour modifier le cours un identifiant 1. On s'attend à un statut 400 car aucun cours dans la BDD.","144","Test unitaire controller pour modifier un cours","","Thu Apr 30 14:27:16 UTC 2026","passed","Thu Apr 30 14:27:16 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"Envoi d'une requête pour créer un cours l'identifiant 5, un cours non valide et/ou un id nul. On s'attend à un statut 400.","124","Test unitaire controller pour modifier un cours non valide","","Thu Apr 30 14:27:19 UTC 2026","passed","Thu Apr 30 14:27:19 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","updateCoursTestKo"
"Envoi d'une requête pour retourner le cours avec l'id 1. On s'attend à un statut 200 et à ce que le body contienne le cours.","26","Test d'intégration du controller pour retourner le cours avec l'id 1","","Thu Apr 30 14:27:19 UTC 2026","failed","Thu Apr 30 14:27:19 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getCoursTestOk"
"","5","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 30 14:27:17 UTC 2026","passed","Thu Apr 30 14:27:17 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Envoi d'une requête pour créer un cours valide avec l'identifiant 1. On s'attend à un statut 200.","99","Test unitaire controller pour modifier un cours valide avec l'identifiant 1","","Thu Apr 30 14:27:19 UTC 2026","passed","Thu Apr 30 14:27:19 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","updateCoursTestOk"
"","7","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 30 14:27:17 UTC 2026","passed","Thu Apr 30 14:27:17 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","8","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 30 14:27:17 UTC 2026","passed","Thu Apr 30 14:27:17 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","8","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 14:27:17 UTC 2026","passed","Thu Apr 30 14:27:17 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","5","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 14:27:17 UTC 2026","passed","Thu Apr 30 14:27:17 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test de vérification du contexte de l'application","3","contextLoads()","","Thu Apr 30 14:27:20 UTC 2026","passed","Thu Apr 30 14:27:20 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
