"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner le cours avec l'id 5. On s'attend à un statut 400 car ce cours n'existe pas.","71","Test d'intégration du controller pour retourner le cours avec l'id 5","","Thu Apr 30 13:56:37 UTC 2026","passed","Thu Apr 30 13:56:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getCoursTestKo"
"Envoi d'une requête pour retourner le cours avec l'id 1. On s'attend à un statut 200 et à ce que le body contienne le cours.","84","Test d'intégration du controller pour retourner le cours avec l'id 1","","Thu Apr 30 13:56:37 UTC 2026","passed","Thu Apr 30 13:56:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getCoursTestOk"
"Envoi d'une requête pour créer un cours avec un identifiant nul. On s'attend à un statut 201.","16","Test unitaire controller pour créer un cours avec un identifiant nul","","Thu Apr 30 13:56:33 UTC 2026","passed","Thu Apr 30 13:56:33 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestOk"
"","10","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","7","getInstrumentTestKo()","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"","9","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","8","deleteInstrumentTest()","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"Envoi d'une requête pour créer un cours avec un identifiant non nul ou invalide. On s'attend à un statut 400.","29","Test unitaire controller pour créer un cours avec un identifiant non nul ou invalide","","Thu Apr 30 13:56:33 UTC 2026","passed","Thu Apr 30 13:56:33 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"","17","updateInstrumentTest()","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
"Envoi d'une requête pour créer un cours avec un identifiant non nul et/ou invalide. On s'attend à un statut 400.","56","Test unitaire controller pour créer un cours avec un identifiant non nul et/ou invalide","","Thu Apr 30 13:56:37 UTC 2026","passed","Thu Apr 30 13:56:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","createCoursTestKo"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 200 et à ce que le body contienne le cours.","74","Test d'intégration du controller pour retourner la liste des cours","","Thu Apr 30 13:56:37 UTC 2026","passed","Thu Apr 30 13:56:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 404 car BDD vide.","16","Test unitaire controller pour retourner la liste des cours","","Thu Apr 30 13:56:33 UTC 2026","passed","Thu Apr 30 13:56:33 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
